Período;Ano;Mês;Dia do Mês;Dia da Semana;Nº Certificados de Óbito Diários
2016-10-25;2016;10;25;terça-feira;293
2016-10-26;2016;10;26;quarta-feira;294
2016-10-28;2016;10;28;sexta-feira;265
2016-11-20;2016;11;20;domingo;289
2016-12-09;2016;12;9;sexta-feira;395
2016-12-13;2016;12;13;terça-feira;364
2016-12-14;2016;12;14;quarta-feira;386
2016-12-18;2016;12;18;domingo;319
2016-12-24;2016;12;24;sábado;382
2017-01-05;2017;1;5;quinta-feira;477
2017-01-13;2017;1;13;sexta-feira;453
2017-01-14;2017;1;14;sábado;351
2017-01-16;2017;1;16;segunda-feira;431
2017-01-21;2017;1;21;sábado;382
2017-01-31;2017;1;31;terça-feira;425
2017-02-01;2017;2;1;quarta-feira;419
2017-02-08;2017;2;8;quarta-feira;317
2017-02-12;2017;2;12;domingo;305
2017-02-20;2017;2;20;segunda-feira;376
2017-02-22;2017;2;22;quarta-feira;304
2017-02-25;2017;2;25;sábado;290
2017-03-04;2017;3;4;sábado;267
2017-03-06;2017;3;6;segunda-feira;356
2017-03-08;2017;3;8;quarta-feira;333
2017-03-10;2017;3;10;sexta-feira;329
2017-03-12;2017;3;12;domingo;240
2017-03-19;2017;3;19;domingo;241
2017-03-21;2017;3;21;terça-feira;342
2017-03-28;2017;3;28;terça-feira;344
2017-04-06;2017;4;6;quinta-feira;292
2017-04-15;2017;4;15;sábado;251
2017-04-27;2017;4;27;quinta-feira;276
2017-04-30;2017;4;30;domingo;226
2017-05-10;2017;5;10;quarta-feira;267
2017-05-14;2017;5;14;domingo;204
2017-05-18;2017;5;18;quinta-feira;264
2017-05-23;2017;5;23;terça-feira;292
2017-05-24;2017;5;24;quarta-feira;292
2017-05-29;2017;5;29;segunda-feira;356
2017-06-01;2017;6;1;quinta-feira;264
2017-06-05;2017;6;5;segunda-feira;266
2017-06-07;2017;6;7;quarta-feira;244
2017-06-18;2017;6;18;domingo;378
2017-06-29;2017;6;29;quinta-feira;256
2017-07-11;2017;7;11;terça-feira;226
2017-07-17;2017;7;17;segunda-feira;308
2017-07-21;2017;7;21;sexta-feira;236
2017-08-01;2017;8;1;terça-feira;241
2017-08-05;2017;8;5;sábado;213
2017-08-17;2017;8;17;quinta-feira;271
2017-08-19;2017;8;19;sábado;222
2017-08-21;2017;8;21;segunda-feira;321
2017-08-28;2017;8;28;segunda-feira;293
2017-09-03;2017;9;3;domingo;210
2017-09-08;2017;9;8;sexta-feira;262
2017-09-13;2017;9;13;quarta-feira;271
2017-09-15;2017;9;15;sexta-feira;265
2017-09-18;2017;9;18;segunda-feira;257
2017-09-22;2017;9;22;sexta-feira;270
2017-09-24;2017;9;24;domingo;231
2017-09-27;2017;9;27;quarta-feira;249
2017-09-30;2017;9;30;sábado;258
2017-10-03;2017;10;3;terça-feira;358
2017-10-04;2017;10;4;quarta-feira;303
2017-10-16;2017;10;16;segunda-feira;318
2017-10-25;2017;10;25;quarta-feira;273
2017-10-26;2017;10;26;quinta-feira;256
2017-11-04;2017;11;4;sábado;247
2017-11-09;2017;11;9;quinta-feira;256
2017-11-17;2017;11;17;sexta-feira;326
2017-11-20;2017;11;20;segunda-feira;375
2017-11-27;2017;11;27;segunda-feira;344
2017-11-29;2017;11;29;quarta-feira;305
2017-12-11;2017;12;11;segunda-feira;398
2017-12-24;2017;12;24;domingo;304
2017-12-30;2017;12;30;sábado;342
2018-01-03;2018;1;3;quarta-feira;467
2018-01-07;2018;1;7;domingo;285
2018-01-08;2018;1;8;segunda-feira;421
2018-01-12;2018;1;12;sexta-feira;397
2018-01-13;2018;1;13;sábado;349
2018-01-23;2018;1;23;terça-feira;422
2018-01-26;2018;1;26;sexta-feira;430
2018-01-27;2018;1;27;sábado;334
2018-02-04;2018;2;4;domingo;327
2018-02-05;2018;2;5;segunda-feira;462
2018-02-06;2018;2;6;terça-feira;399
2018-02-08;2018;2;8;quinta-feira;408
2018-02-11;2018;2;11;domingo;333
2018-02-22;2018;2;22;quinta-feira;418
2018-02-23;2018;2;23;sexta-feira;401
2018-02-24;2018;2;24;sábado;327
2018-03-01;2018;3;1;quinta-feira;385
2018-03-12;2018;3;12;segunda-feira;396
2018-03-13;2018;3;13;terça-feira;359
2018-03-22;2018;3;22;quinta-feira;327
2018-03-29;2018;3;29;quinta-feira;321
2018-03-30;2018;3;30;sexta-feira;280
2018-04-05;2018;4;5;quinta-feira;332
2018-04-09;2018;4;9;segunda-feira;348
2018-04-11;2018;4;11;quarta-feira;339
2018-04-15;2018;4;15;domingo;292
2018-04-18;2018;4;18;quarta-feira;323
2018-04-20;2018;4;20;sexta-feira;324
2018-05-20;2018;5;20;domingo;255
2018-06-06;2018;6;6;quarta-feira;289
2018-06-16;2018;6;16;sábado;258
2018-06-19;2018;6;19;terça-feira;352
2018-06-20;2018;6;20;quarta-feira;339
2018-06-23;2018;6;23;sábado;252
2018-07-07;2018;7;7;sábado;213
2018-07-09;2018;7;9;segunda-feira;272
2018-07-12;2018;7;12;quinta-feira;275
2018-07-13;2018;7;13;sexta-feira;262
2018-07-14;2018;7;14;sábado;225
2018-07-16;2018;7;16;segunda-feira;269
2018-07-22;2018;7;22;domingo;202
2018-07-23;2018;7;23;segunda-feira;284
2018-07-26;2018;7;26;quinta-feira;281
2018-07-31;2018;7;31;terça-feira;284
2018-08-17;2018;8;17;sexta-feira;306
2018-08-18;2018;8;18;sábado;242
2018-08-21;2018;8;21;terça-feira;336
2018-08-25;2018;8;25;sábado;250
2018-08-26;2018;8;26;domingo;229
2018-08-27;2018;8;27;segunda-feira;259
2018-08-31;2018;8;31;sexta-feira;245
2018-09-02;2018;9;2;domingo;223
2018-09-06;2018;9;6;quinta-feira;248
2018-09-10;2018;9;10;segunda-feira;270
2018-09-13;2018;9;13;quinta-feira;280
2018-09-15;2018;9;15;sábado;218
2018-09-18;2018;9;18;terça-feira;321
2018-09-19;2018;9;19;quarta-feira;274
2018-09-23;2018;9;23;domingo;207
2018-10-01;2018;10;1;segunda-feira;331
2018-10-09;2018;10;9;terça-feira;319
2018-10-25;2018;10;25;quinta-feira;300
2018-11-09;2018;11;9;sexta-feira;295
2018-11-11;2018;11;11;domingo;280
2018-11-19;2018;11;19;segunda-feira;357
2018-11-25;2018;11;25;domingo;273
2018-11-27;2018;11;27;terça-feira;306
2018-12-08;2018;12;8;sábado;292
2018-12-11;2018;12;11;terça-feira;314
2018-12-16;2018;12;16;domingo;252
2018-12-24;2018;12;24;segunda-feira;373
2019-01-10;2019;1;10;quinta-feira;446
2019-01-11;2019;1;11;sexta-feira;403
2019-01-12;2019;1;12;sábado;381
2019-01-19;2019;1;19;sábado;358
2019-01-22;2019;1;22;terça-feira;465
2019-01-28;2019;1;28;segunda-feira;479
2019-01-29;2019;1;29;terça-feira;466
2019-01-30;2019;1;30;quarta-feira;430
2019-02-01;2019;2;1;sexta-feira;436
2019-02-06;2019;2;6;quarta-feira;453
2019-02-07;2019;2;7;quinta-feira;410
2019-02-08;2019;2;8;sexta-feira;395
2019-02-11;2019;2;11;segunda-feira;501
2019-02-20;2019;2;20;quarta-feira;348
2019-02-25;2019;2;25;segunda-feira;380
2019-02-27;2019;2;27;quarta-feira;357
2019-03-03;2019;3;3;domingo;308
2019-03-18;2019;3;18;segunda-feira;340
2019-03-27;2019;3;27;quarta-feira;324
2019-04-01;2019;4;1;segunda-feira;382
2019-04-02;2019;4;2;terça-feira;323
2019-04-03;2019;4;3;quarta-feira;296
2019-04-04;2019;4;4;quinta-feira;272
2019-04-06;2019;4;6;sábado;281
2019-04-07;2019;4;7;domingo;269
2019-04-14;2019;4;14;domingo;256
2019-04-20;2019;4;20;sábado;265
2019-04-22;2019;4;22;segunda-feira;373
2019-04-26;2019;4;26;sexta-feira;317
2019-05-05;2019;5;5;domingo;266
2019-05-06;2019;5;6;segunda-feira;339
2019-05-10;2019;5;10;sexta-feira;327
2019-05-15;2019;5;15;quarta-feira;446
2019-05-18;2019;5;18;sábado;232
2019-05-21;2019;5;21;terça-feira;276
2019-05-25;2019;5;25;sábado;268
2019-05-26;2019;5;26;domingo;223
2019-06-01;2019;6;1;sábado;267
2019-06-04;2019;6;4;terça-feira;319
2019-06-07;2019;6;7;sexta-feira;259
2019-06-10;2019;6;10;segunda-feira;212
2019-06-12;2019;6;12;quarta-feira;286
2019-06-17;2019;6;17;segunda-feira;311
2019-06-19;2019;6;19;quarta-feira;294
2019-06-20;2019;6;20;quinta-feira;242
2019-06-21;2019;6;21;sexta-feira;282
2019-06-22;2019;6;22;sábado;236
2019-07-02;2019;7;2;terça-feira;310
2019-07-17;2019;7;17;quarta-feira;259
2019-07-21;2019;7;21;domingo;210
2019-07-24;2019;7;24;quarta-feira;254
2019-07-27;2019;7;27;sábado;224
2019-07-31;2019;7;31;quarta-feira;263
2019-08-07;2019;8;7;quarta-feira;264
2019-08-08;2019;8;8;quinta-feira;299
2019-08-13;2019;8;13;terça-feira;274
2019-08-17;2019;8;17;sábado;242
2019-08-18;2019;8;18;domingo;223
2019-08-21;2019;8;21;quarta-feira;293
2019-08-22;2019;8;22;quinta-feira;273
2019-08-24;2019;8;24;sábado;269
2019-08-27;2019;8;27;terça-feira;268
2019-08-29;2019;8;29;quinta-feira;278
2019-08-30;2019;8;30;sexta-feira;287
2019-09-06;2019;9;6;sexta-feira;286
2019-09-07;2019;9;7;sábado;245
2019-09-08;2019;9;8;domingo;235
2019-09-19;2019;9;19;quinta-feira;272
2019-09-25;2019;9;25;quarta-feira;265
2019-09-27;2019;9;27;sexta-feira;255
2019-10-06;2019;10;6;domingo;221
2019-10-15;2019;10;15;terça-feira;262
2019-10-23;2019;10;23;quarta-feira;320
2019-10-25;2019;10;25;sexta-feira;319
2019-10-27;2019;10;27;domingo;268
2019-10-29;2019;10;29;terça-feira;305
2019-11-12;2019;11;12;terça-feira;342
2019-11-13;2019;11;13;quarta-feira;312
2019-11-14;2019;11;14;quinta-feira;323
2019-11-18;2019;11;18;segunda-feira;354
2019-11-27;2019;11;27;quarta-feira;345
2019-11-28;2019;11;28;quinta-feira;336
2019-11-29;2019;11;29;sexta-feira;325
2019-12-02;2019;12;2;segunda-feira;346
2019-12-06;2019;12;6;sexta-feira;327
2019-12-11;2019;12;11;quarta-feira;332
2019-12-15;2019;12;15;domingo;298
2019-12-18;2019;12;18;quarta-feira;322
2019-12-25;2019;12;25;quarta-feira;276
2020-01-03;2020;1;3;sexta-feira;429
2020-01-08;2020;1;8;quarta-feira;385
2020-01-15;2020;1;15;quarta-feira;445
2020-01-20;2020;1;20;segunda-feira;412
2020-01-23;2020;1;23;quinta-feira;407
2020-02-05;2020;2;5;quarta-feira;367
2020-02-10;2020;2;10;segunda-feira;360
2020-02-12;2020;2;12;quarta-feira;341
2020-02-18;2020;2;18;terça-feira;346
2020-02-21;2020;2;21;sexta-feira;374
2020-02-24;2020;2;24;segunda-feira;371
2020-02-26;2020;2;26;quarta-feira;383
2020-03-08;2020;3;8;domingo;260
2020-03-20;2020;3;20;sexta-feira;390
2020-03-23;2020;3;23;segunda-feira;381
2020-04-08;2020;4;8;quarta-feira;395
2020-04-09;2020;4;9;quinta-feira;385
2020-04-10;2020;4;10;sexta-feira;321
2020-04-14;2020;4;14;terça-feira;396
2020-04-15;2020;4;15;quarta-feira;359
2020-04-21;2020;4;21;terça-feira;338
2020-04-25;2020;4;25;sábado;309
2020-05-01;2020;5;1;sexta-feira;303
2020-05-05;2020;5;5;terça-feira;339
2020-05-14;2020;5;14;quinta-feira;308
2020-05-21;2020;5;21;quinta-feira;286
2020-05-30;2020;5;30;sábado;294
2020-05-31;2020;5;31;domingo;291
2020-06-04;2020;6;4;quinta-feira;327
2020-06-11;2020;6;11;quinta-feira;249
2020-06-14;2020;6;14;domingo;221
2020-06-20;2020;6;20;sábado;236
2020-06-22;2020;6;22;segunda-feira;336
2020-06-29;2020;6;29;segunda-feira;341
2020-07-10;2020;7;10;sexta-feira;354
2020-07-18;2020;7;18;sábado;375
2020-07-25;2020;7;25;sábado;303
2020-07-30;2020;7;30;quinta-feira;348
2020-08-04;2020;8;4;terça-feira;322
2020-08-16;2020;8;16;domingo;223
2020-08-22;2020;8;22;sábado;247
2020-08-25;2020;8;25;terça-feira;324
2020-08-29;2020;8;29;sábado;256
2020-09-04;2020;9;4;sexta-feira;315
2020-09-07;2020;9;7;segunda-feira;339
2020-09-12;2020;9;12;sábado;299
2020-09-13;2020;9;13;domingo;293
2020-09-16;2020;9;16;quarta-feira;359
2020-09-17;2020;9;17;quinta-feira;326
2020-09-20;2020;9;20;domingo;230
2020-10-04;2020;10;4;domingo;267
2020-10-06;2020;10;6;terça-feira;346
2020-10-17;2020;10;17;sábado;307
2020-10-22;2020;10;22;quinta-feira;344
2020-10-30;2020;10;30;sexta-feira;366
2020-11-07;2020;11;7;sábado;306
2020-11-10;2020;11;10;terça-feira;410
2020-11-16;2020;11;16;segunda-feira;422
2020-11-17;2020;11;17;terça-feira;394
2020-11-20;2020;11;20;sexta-feira;403
2020-12-05;2020;12;5;sábado;406
2020-12-06;2020;12;6;domingo;350
2020-12-08;2020;12;8;terça-feira;360
2020-12-10;2020;12;10;quinta-feira;495
2020-12-19;2020;12;19;sábado;379
2020-12-27;2020;12;27;domingo;342
2021-01-01;2021;1;1;sexta-feira;408
2021-01-09;2021;1;9;sábado;503
2021-01-15;2021;1;15;sexta-feira;676
2021-01-18;2021;1;18;segunda-feira;740
2021-01-27;2021;1;27;quarta-feira;749
2021-01-30;2021;1;30;sábado;634
2021-02-03;2021;2;3;quarta-feira;623
2021-02-05;2021;2;5;sexta-feira;559
2021-02-13;2021;2;13;sábado;428
2021-02-15;2021;2;15;segunda-feira;448
2021-02-21;2021;2;21;domingo;344
2021-02-23;2021;2;23;terça-feira;397
2021-02-27;2021;2;27;sábado;311
2021-02-28;2021;2;28;domingo;304
2021-03-03;2021;3;3;quarta-feira;341
2021-03-05;2021;3;5;sexta-feira;351
2021-03-06;2021;3;6;sábado;309
2021-03-08;2021;3;8;segunda-feira;357
2021-03-09;2021;3;9;terça-feira;357
2021-03-14;2021;3;14;domingo;251
2021-03-20;2021;3;20;sábado;264
2021-03-23;2021;3;23;terça-feira;311
2021-03-24;2021;3;24;quarta-feira;316
2021-03-25;2021;3;25;quinta-feira;258
2021-03-29;2021;3;29;segunda-feira;334
2021-03-30;2021;3;30;terça-feira;333
2021-04-02;2021;4;2;sexta-feira;271
2021-04-12;2021;4;12;segunda-feira;295
2021-04-17;2021;4;17;sábado;232
2021-04-29;2021;4;29;quinta-feira;259
2021-04-30;2021;4;30;sexta-feira;272
2021-05-21;2021;5;21;sexta-feira;278
2021-05-28;2021;5;28;sexta-feira;290
2021-06-01;2021;6;1;terça-feira;332
2021-06-07;2021;6;7;segunda-feira;281
2021-06-11;2021;6;11;sexta-feira;293
2021-06-15;2021;6;15;terça-feira;326
2021-06-29;2021;6;29;terça-feira;300
2021-07-03;2021;7;3;sábado;247
2021-07-06;2021;7;6;terça-feira;282
2021-07-08;2021;7;8;quinta-feira;266
2021-07-11;2021;7;11;domingo;264
2021-07-17;2021;7;17;sábado;298
2021-07-18;2021;7;18;domingo;289
2021-07-23;2021;7;23;sexta-feira;288
2021-07-27;2021;7;27;terça-feira;330
2021-07-31;2021;7;31;sábado;237
2021-08-22;2021;8;22;domingo;261
2021-08-23;2021;8;23;segunda-feira;305
2021-08-31;2021;8;31;terça-feira;312
2021-09-01;2021;9;1;quarta-feira;267
2021-09-06;2021;9;6;segunda-feira;297
2021-10-03;2021;10;3;domingo;240
2021-10-08;2021;10;8;sexta-feira;357
2021-10-11;2021;10;11;segunda-feira;326
2021-10-12;2021;10;12;terça-feira;368
2021-10-14;2021;10;14;quinta-feira;319
2021-10-20;2021;10;20;quarta-feira;305
2021-10-22;2021;10;22;sexta-feira;315
2021-10-25;2021;10;25;segunda-feira;309
2021-10-28;2021;10;28;quinta-feira;346
2021-11-03;2021;11;3;quarta-feira;352
2021-11-10;2021;11;10;quarta-feira;388
2021-11-11;2021;11;11;quinta-feira;357
2021-11-12;2021;11;12;sexta-feira;334
2021-11-25;2021;11;25;quinta-feira;373
2021-11-28;2021;11;28;domingo;292
2021-12-07;2021;12;7;terça-feira;457
2021-12-10;2021;12;10;sexta-feira;415
2021-12-15;2021;12;15;quarta-feira;349
2021-12-17;2021;12;17;sexta-feira;382
2021-12-18;2021;12;18;sábado;335
2021-12-21;2021;12;21;terça-feira;391
2021-12-22;2021;12;22;quarta-feira;415
2021-12-23;2021;12;23;quinta-feira;375
2021-12-25;2021;12;25;sábado;322
2021-12-27;2021;12;27;segunda-feira;391
2022-01-05;2022;1;5;quarta-feira;383
2022-01-08;2022;1;8;sábado;325
2022-01-20;2022;1;20;quinta-feira;428
2022-01-21;2022;1;21;sexta-feira;432
2022-01-24;2022;1;24;segunda-feira;388
2022-01-26;2022;1;26;quarta-feira;429
2022-02-04;2022;2;4;sexta-feira;420
2022-02-06;2022;2;6;domingo;302
2022-02-09;2022;2;9;quarta-feira;423
2022-02-12;2022;2;12;sábado;344
2022-02-13;2022;2;13;domingo;324
2022-02-14;2022;2;14;segunda-feira;394
2022-02-20;2022;2;20;domingo;297
2022-02-23;2022;2;23;quarta-feira;367
2022-02-24;2022;2;24;quinta-feira;368
2022-02-28;2022;2;28;segunda-feira;369
2022-03-03;2022;3;3;quinta-feira;378
2022-03-09;2022;3;9;quarta-feira;371
2022-03-12;2022;3;12;sábado;295
2022-03-25;2022;3;25;sexta-feira;348
2022-04-03;2022;4;3;domingo;266
2022-04-08;2022;4;8;sexta-feira;350
2022-04-11;2022;4;11;segunda-feira;367
2022-04-13;2022;4;13;quarta-feira;343
2022-04-21;2022;4;21;quinta-feira;338
2022-04-23;2022;4;23;sábado;291
2022-04-24;2022;4;24;domingo;268
2022-04-25;2022;4;25;segunda-feira;295
2022-05-06;2022;5;6;sexta-feira;319
2022-05-08;2022;5;8;domingo;284
2022-05-16;2022;5;16;segunda-feira;361
2022-05-18;2022;5;18;quarta-feira;331
2022-05-23;2022;5;23;segunda-feira;359
2022-05-28;2022;5;28;sábado;338
2022-05-29;2022;5;29;domingo;293
2022-06-03;2022;6;3;sexta-feira;348
2022-06-04;2022;6;4;sábado;324
2022-06-06;2022;6;6;segunda-feira;352
2022-06-07;2022;6;7;terça-feira;370
2022-06-11;2022;6;11;sábado;314
2022-06-13;2022;6;13;segunda-feira;419
2022-06-24;2022;6;24;sexta-feira;302
2022-07-08;2022;7;8;sexta-feira;324
2022-07-12;2022;7;12;terça-feira;365
2022-07-16;2022;7;16;sábado;387
2022-07-24;2022;7;24;domingo;277
2022-07-29;2022;7;29;sexta-feira;345
2022-07-31;2022;7;31;domingo;242
2022-08-07;2022;8;7;domingo;246
2022-08-09;2022;8;9;terça-feira;312
2022-08-11;2022;8;11;quinta-feira;325
2022-08-13;2022;8;13;sábado;286
2022-08-16;2022;8;16;terça-feira;306
2022-08-21;2022;8;21;domingo;266
2022-08-24;2022;8;24;quarta-feira;361
2022-08-30;2022;8;30;terça-feira;295
2022-09-02;2022;9;2;sexta-feira;298
2022-09-07;2022;9;7;quarta-feira;293
2022-09-08;2022;9;8;quinta-feira;278
2022-09-09;2022;9;9;sexta-feira;322
2022-09-10;2022;9;10;sábado;265
2022-09-13;2022;9;13;terça-feira;337
2022-09-17;2022;9;17;sábado;276
2022-09-24;2022;9;24;sábado;252
2022-09-28;2022;9;28;quarta-feira;301
2022-10-04;2022;10;4;terça-feira;349
2022-10-05;2022;10;5;quarta-feira;258
2022-10-11;2022;10;11;terça-feira;362
2022-10-20;2022;10;20;quinta-feira;328
2022-10-27;2022;10;27;quinta-feira;331
2022-10-30;2022;10;30;domingo;258
2022-11-01;2022;11;1;terça-feira;269
2022-11-06;2022;11;6;domingo;279
2022-11-07;2022;11;7;segunda-feira;372
2022-11-11;2022;11;11;sexta-feira;332
2022-11-14;2022;11;14;segunda-feira;390
2022-11-23;2022;11;23;quarta-feira;372
2022-11-26;2022;11;26;sábado;319
2022-11-30;2022;11;30;quarta-feira;416
2022-12-01;2022;12;1;quinta-feira;354
2022-12-12;2022;12;12;segunda-feira;497
2022-12-24;2022;12;24;sábado;309
2022-12-25;2022;12;25;domingo;314
2022-12-26;2022;12;26;segunda-feira;424
2022-12-31;2022;12;31;sábado;332
2023-01-07;2023;1;7;sábado;394
2023-01-15;2023;1;15;domingo;307
2023-01-20;2023;1;20;sexta-feira;429
2023-01-23;2023;1;23;segunda-feira;419
2023-02-12;2023;2;12;domingo;380
2023-02-18;2023;2;18;sábado;322
2023-02-20;2023;2;20;segunda-feira;389
2023-03-03;2023;3;3;sexta-feira;402
2023-03-06;2023;3;6;segunda-feira;389
2023-03-07;2023;3;7;terça-feira;405
2023-03-10;2023;3;10;sexta-feira;382
2023-03-11;2023;3;11;sábado;344
2023-03-12;2023;3;12;domingo;292
2023-03-17;2023;3;17;sexta-feira;355
2023-03-28;2023;3;28;terça-feira;350
2023-03-29;2023;3;29;quarta-feira;325
2023-04-06;2023;4;6;quinta-feira;318
2023-04-07;2023;4;7;sexta-feira;271
2023-04-11;2023;4;11;terça-feira;356
2023-04-12;2023;4;12;quarta-feira;305
2023-04-22;2023;4;22;sábado;255
2023-04-23;2023;4;23;domingo;227
2023-04-24;2023;4;24;segunda-feira;336
2023-04-25;2023;4;25;terça-feira;257
2023-05-01;2023;5;1;segunda-feira;272
2023-05-07;2023;5;7;domingo;258
2023-06-25;2023;6;25;domingo;270
2023-06-29;2023;6;29;quinta-feira;331
2023-07-07;2023;7;7;sexta-feira;306
2023-07-10;2023;7;10;segunda-feira;319
2023-07-20;2023;7;20;quinta-feira;320
2023-07-22;2023;7;22;sábado;234
2023-07-28;2023;7;28;sexta-feira;311
2023-07-30;2023;7;30;domingo;254
2023-08-06;2023;8;6;domingo;237
2023-08-08;2023;8;8;terça-feira;361
2023-08-11;2023;8;11;sexta-feira;311
2023-08-12;2023;8;12;sábado;290
2023-08-28;2023;8;28;segunda-feira;334
2023-08-30;2023;8;30;quarta-feira;326
2014-01-02;2014;1;2;quinta-feira;344
2014-01-03;2014;1;3;sexta-feira;375
2014-01-15;2014;1;15;quarta-feira;345
2014-01-17;2014;1;17;sexta-feira;331
2014-01-18;2014;1;18;sábado;297
2014-01-22;2014;1;22;quarta-feira;354
2014-01-23;2014;1;23;quinta-feira;330
2014-01-26;2014;1;26;domingo;263
2014-02-13;2014;2;13;quinta-feira;353
2014-02-14;2014;2;14;sexta-feira;378
2014-02-16;2014;2;16;domingo;256
2014-02-28;2014;2;28;sexta-feira;334
2014-03-03;2014;3;3;segunda-feira;381
2014-03-04;2014;3;4;terça-feira;305
2014-03-08;2014;3;8;sábado;298
2014-03-17;2014;3;17;segunda-feira;360
2014-03-22;2014;3;22;sábado;256
2014-03-29;2014;3;29;sábado;258
2014-04-21;2014;4;21;segunda-feira;329
2014-04-23;2014;4;23;quarta-feira;267
2014-05-07;2014;5;7;quarta-feira;272
2014-05-10;2014;5;10;sábado;239
2014-05-15;2014;5;15;quinta-feira;239
2014-05-21;2014;5;21;quarta-feira;221
2014-05-27;2014;5;27;terça-feira;260
2014-06-13;2014;6;13;sexta-feira;291
2014-07-04;2014;7;4;sexta-feira;275
2014-07-07;2014;7;7;segunda-feira;303
2014-07-12;2014;7;12;sábado;223
2014-07-14;2014;7;14;segunda-feira;300
2014-07-16;2014;7;16;quarta-feira;283
2014-07-19;2014;7;19;sábado;210
2014-08-03;2014;8;3;domingo;212
2014-08-05;2014;8;5;terça-feira;266
2014-08-10;2014;8;10;domingo;211
2014-08-17;2014;8;17;domingo;220
2014-08-20;2014;8;20;quarta-feira;274
2014-09-04;2014;9;4;quinta-feira;227
2014-09-18;2014;9;18;quinta-feira;260
2014-10-03;2014;10;3;sexta-feira;274
2014-10-17;2014;10;17;sexta-feira;319
2014-10-23;2014;10;23;quinta-feira;262
2014-10-24;2014;10;24;sexta-feira;260
2014-10-26;2014;10;26;domingo;272
2014-10-28;2014;10;28;terça-feira;306
2014-10-29;2014;10;29;quarta-feira;299
2014-11-01;2014;11;1;sábado;251
2014-11-11;2014;11;11;terça-feira;327
2014-11-17;2014;11;17;segunda-feira;328
2014-11-18;2014;11;18;terça-feira;305
2014-11-19;2014;11;19;quarta-feira;299
2014-11-20;2014;11;20;quinta-feira;276
2014-11-21;2014;11;21;sexta-feira;294
2014-11-27;2014;11;27;quinta-feira;300
2014-11-29;2014;11;29;sábado;288
2014-12-05;2014;12;5;sexta-feira;314
2014-12-14;2014;12;14;domingo;284
2014-12-19;2014;12;19;sexta-feira;369
2014-12-22;2014;12;22;segunda-feira;413
2014-12-28;2014;12;28;domingo;307
2014-12-31;2014;12;31;quarta-feira;378
2015-01-05;2015;1;5;segunda-feira;531
2015-01-06;2015;1;6;terça-feira;477
2015-01-08;2015;1;8;quinta-feira;392
2015-01-13;2015;1;13;terça-feira;490
2015-01-15;2015;1;15;quinta-feira;468
2015-01-16;2015;1;16;sexta-feira;464
2015-01-24;2015;1;24;sábado;404
2015-01-28;2015;1;28;quarta-feira;410
2015-02-02;2015;2;2;segunda-feira;457
2015-02-14;2015;2;14;sábado;354
2015-02-20;2015;2;20;sexta-feira;419
2015-02-22;2015;2;22;domingo;316
2015-02-26;2015;2;26;quinta-feira;379
2015-03-03;2015;3;3;terça-feira;361
2015-03-04;2015;3;4;quarta-feira;387
2015-03-12;2015;3;12;quinta-feira;346
2015-03-14;2015;3;14;sábado;323
2015-03-18;2015;3;18;quarta-feira;331
2015-04-04;2015;4;4;sábado;261
2015-04-06;2015;4;6;segunda-feira;383
2015-04-08;2015;4;8;quarta-feira;304
2015-04-13;2015;4;13;segunda-feira;342
2015-04-17;2015;4;17;sexta-feira;295
2015-04-20;2015;4;20;segunda-feira;275
2015-04-23;2015;4;23;quinta-feira;264
2015-04-26;2015;4;26;domingo;195
2015-04-28;2015;4;28;terça-feira;259
2015-04-30;2015;4;30;quinta-feira;286
2015-05-01;2015;5;1;sexta-feira;237
2015-05-03;2015;5;3;domingo;211
2015-05-07;2015;5;7;quinta-feira;295
2015-05-10;2015;5;10;domingo;220
2015-05-13;2015;5;13;quarta-feira;293
2015-05-18;2015;5;18;segunda-feira;323
2015-05-24;2015;5;24;domingo;210
2015-06-02;2015;6;2;terça-feira;291
2015-06-03;2015;6;3;quarta-feira;241
2015-06-27;2015;6;27;sábado;219
2015-07-05;2015;7;5;domingo;200
2015-07-10;2015;7;10;sexta-feira;281
2015-07-13;2015;7;13;segunda-feira;275
2015-07-19;2015;7;19;domingo;200
2015-07-22;2015;7;22;quarta-feira;277
2015-07-30;2015;7;30;quinta-feira;269
2015-08-10;2015;8;10;segunda-feira;277
2015-08-28;2015;8;28;sexta-feira;273
2015-09-01;2015;9;1;terça-feira;275
2015-09-02;2015;9;2;quarta-feira;260
2015-09-04;2015;9;4;sexta-feira;267
2015-09-07;2015;9;7;segunda-feira;292
2015-09-09;2015;9;9;quarta-feira;284
2015-09-15;2015;9;15;terça-feira;267
2015-09-22;2015;9;22;terça-feira;282
2015-10-02;2015;10;2;sexta-feira;288
2015-10-03;2015;10;3;sábado;223
2015-10-17;2015;10;17;sábado;231
2015-10-23;2015;10;23;sexta-feira;289
2015-10-24;2015;10;24;sábado;250
2015-10-27;2015;10;27;terça-feira;272
2015-10-30;2015;10;30;sexta-feira;277
2015-11-01;2015;11;1;domingo;220
2015-11-11;2015;11;11;quarta-feira;280
2015-11-17;2015;11;17;terça-feira;292
2015-11-19;2015;11;19;quinta-feira;295
2015-11-21;2015;11;21;sábado;233
2015-11-25;2015;11;25;quarta-feira;302
2015-12-09;2015;12;9;quarta-feira;333
2015-12-17;2015;12;17;quinta-feira;289
2015-12-24;2015;12;24;quinta-feira;243
