Período;Ano;Mês;Dia do Mês;Dia da Semana;Nº Certificados de Óbito Diários
2014-01-06;2014;1;6;segunda-feira;390
2014-01-07;2014;1;7;terça-feira;410
2014-01-08;2014;1;8;quarta-feira;365
2014-01-11;2014;1;11;sábado;317
2014-01-13;2014;1;13;segunda-feira;400
2014-01-16;2014;1;16;quinta-feira;293
2014-01-21;2014;1;21;terça-feira;354
2014-01-31;2014;1;31;sexta-feira;379
2014-02-04;2014;2;4;terça-feira;332
2014-02-08;2014;2;8;sábado;310
2014-02-15;2014;2;15;sábado;338
2014-03-07;2014;3;7;sexta-feira;330
2014-03-09;2014;3;9;domingo;246
2014-03-10;2014;3;10;segunda-feira;362
2014-03-13;2014;3;13;quinta-feira;327
2014-03-14;2014;3;14;sexta-feira;329
2014-03-16;2014;3;16;domingo;251
2014-03-25;2014;3;25;terça-feira;335
2014-03-27;2014;3;27;quinta-feira;285
2014-04-02;2014;4;2;quarta-feira;321
2014-04-05;2014;4;5;sábado;265
2014-04-10;2014;4;10;quinta-feira;304
2014-04-16;2014;4;16;quarta-feira;307
2014-04-17;2014;4;17;quinta-feira;347
2014-04-25;2014;4;25;sexta-feira;203
2014-04-27;2014;4;27;domingo;254
2014-05-04;2014;5;4;domingo;242
2014-05-09;2014;5;9;sexta-feira;257
2014-05-13;2014;5;13;terça-feira;271
2014-05-16;2014;5;16;sexta-feira;305
2014-05-17;2014;5;17;sábado;244
2014-05-19;2014;5;19;segunda-feira;292
2014-05-26;2014;5;26;segunda-feira;292
2014-05-28;2014;5;28;quarta-feira;282
2014-05-29;2014;5;29;quinta-feira;272
2014-06-06;2014;6;6;sexta-feira;270
2014-06-07;2014;6;7;sábado;238
2014-06-08;2014;6;8;domingo;226
2014-06-09;2014;6;9;segunda-feira;289
2014-06-10;2014;6;10;terça-feira;222
2014-06-12;2014;6;12;quinta-feira;254
2014-06-16;2014;6;16;segunda-feira;350
2014-06-19;2014;6;19;quinta-feira;262
2014-06-21;2014;6;21;sábado;227
2014-06-23;2014;6;23;segunda-feira;281
2014-06-30;2014;6;30;segunda-feira;291
2014-07-01;2014;7;1;terça-feira;261
2014-07-02;2014;7;2;quarta-feira;252
2014-07-13;2014;7;13;domingo;213
2014-07-15;2014;7;15;terça-feira;297
2014-07-21;2014;7;21;segunda-feira;274
2014-07-26;2014;7;26;sábado;242
2014-07-28;2014;7;28;segunda-feira;308
2014-07-30;2014;7;30;quarta-feira;256
2014-08-12;2014;8;12;terça-feira;266
2014-08-15;2014;8;15;sexta-feira;213
2014-08-19;2014;8;19;terça-feira;281
2014-09-03;2014;9;3;quarta-feira;295
2014-09-06;2014;9;6;sábado;245
2014-09-07;2014;9;7;domingo;249
2014-09-08;2014;9;8;segunda-feira;300
2014-09-12;2014;9;12;sexta-feira;279
2014-09-14;2014;9;14;domingo;191
2014-09-16;2014;9;16;terça-feira;267
2014-09-21;2014;9;21;domingo;169
2014-09-23;2014;9;23;terça-feira;276
2014-09-25;2014;9;25;quinta-feira;250
2014-09-28;2014;9;28;domingo;208
2014-09-29;2014;9;29;segunda-feira;307
2014-10-04;2014;10;4;sábado;244
2014-10-12;2014;10;12;domingo;189
2014-10-14;2014;10;14;terça-feira;296
2014-10-18;2014;10;18;sábado;252
2014-10-20;2014;10;20;segunda-feira;318
2014-10-27;2014;10;27;segunda-feira;330
2014-10-30;2014;10;30;quinta-feira;274
2014-10-31;2014;10;31;sexta-feira;270
2014-11-02;2014;11;2;domingo;212
2014-11-07;2014;11;7;sexta-feira;289
2014-11-09;2014;11;9;domingo;240
2014-11-10;2014;11;10;segunda-feira;319
2014-11-13;2014;11;13;quinta-feira;303
2014-11-22;2014;11;22;sábado;284
2014-11-28;2014;11;28;sexta-feira;339
2014-12-04;2014;12;4;quinta-feira;301
2014-12-08;2014;12;8;segunda-feira;282
2014-12-17;2014;12;17;quarta-feira;347
2014-12-18;2014;12;18;quinta-feira;308
2014-12-23;2014;12;23;terça-feira;390
2014-12-24;2014;12;24;quarta-feira;353
2015-01-01;2015;1;1;quinta-feira;339
2015-01-19;2015;1;19;segunda-feira;480
2015-01-20;2015;1;20;terça-feira;506
2015-01-21;2015;1;21;quarta-feira;459
2015-01-26;2015;1;26;segunda-feira;463
2015-01-30;2015;1;30;sexta-feira;444
2015-02-04;2015;2;4;quarta-feira;415
2015-02-07;2015;2;7;sábado;368
2015-02-11;2015;2;11;quarta-feira;444
2015-02-17;2015;2;17;terça-feira;399
2015-02-24;2015;2;24;terça-feira;408
2015-02-27;2015;2;27;sexta-feira;417
2015-03-08;2015;3;8;domingo;256
2015-03-09;2015;3;9;segunda-feira;393
2015-03-10;2015;3;10;terça-feira;369
2015-03-24;2015;3;24;terça-feira;305
2015-03-25;2015;3;25;quarta-feira;301
2015-04-05;2015;4;5;domingo;229
2015-04-07;2015;4;7;terça-feira;314
2015-04-09;2015;4;9;quinta-feira;256
2015-04-12;2015;4;12;domingo;250
2015-04-15;2015;4;15;quarta-feira;289
2015-04-18;2015;4;18;sábado;254
2015-04-27;2015;4;27;segunda-feira;300
2015-05-08;2015;5;8;sexta-feira;275
2015-06-15;2015;6;15;segunda-feira;292
2015-06-16;2015;6;16;terça-feira;247
2015-07-02;2015;7;2;quinta-feira;226
2015-07-04;2015;7;4;sábado;186
2015-07-14;2015;7;14;terça-feira;263
2015-07-18;2015;7;18;sábado;244
2015-07-29;2015;7;29;quarta-feira;268
2015-07-31;2015;7;31;sexta-feira;271
2015-08-01;2015;8;1;sábado;192
2015-08-02;2015;8;2;domingo;226
2015-08-05;2015;8;5;quarta-feira;269
2015-08-12;2015;8;12;quarta-feira;276
2015-08-14;2015;8;14;sexta-feira;261
2015-08-15;2015;8;15;sábado;206
2015-08-20;2015;8;20;quinta-feira;252
2015-08-22;2015;8;22;sábado;247
2015-08-24;2015;8;24;segunda-feira;285
2015-08-30;2015;8;30;domingo;235
2015-09-03;2015;9;3;quinta-feira;270
2015-09-06;2015;9;6;domingo;218
2015-09-08;2015;9;8;terça-feira;284
2015-09-13;2015;9;13;domingo;217
2015-09-23;2015;9;23;quarta-feira;294
2015-09-25;2015;9;25;sexta-feira;273
2015-09-26;2015;9;26;sábado;207
2015-10-09;2015;10;9;sexta-feira;260
2015-10-10;2015;10;10;sábado;228
2015-10-11;2015;10;11;domingo;220
2015-10-14;2015;10;14;quarta-feira;234
2015-10-15;2015;10;15;quinta-feira;264
2015-10-16;2015;10;16;sexta-feira;298
2015-10-29;2015;10;29;quinta-feira;281
2015-10-31;2015;10;31;sábado;242
2015-11-04;2015;11;4;quarta-feira;267
2015-11-07;2015;11;7;sábado;272
2015-11-14;2015;11;14;sábado;244
2015-11-26;2015;11;26;quinta-feira;306
2015-11-28;2015;11;28;sábado;233
2015-11-29;2015;11;29;domingo;249
2015-12-03;2015;12;3;quinta-feira;299
2015-12-06;2015;12;6;domingo;252
2015-12-07;2015;12;7;segunda-feira;333
2015-12-10;2015;12;10;quinta-feira;298
2015-12-12;2015;12;12;sábado;256
2015-12-13;2015;12;13;domingo;236
2015-12-22;2015;12;22;terça-feira;314
2015-12-23;2015;12;23;quarta-feira;307
2015-12-29;2015;12;29;terça-feira;354
2016-01-03;2016;1;3;domingo;295
2016-01-05;2016;1;5;terça-feira;342
2016-01-06;2016;1;6;quarta-feira;322
2016-01-25;2016;1;25;segunda-feira;397
2016-01-31;2016;1;31;domingo;340
2016-02-10;2016;2;10;quarta-feira;351
2016-02-14;2016;2;14;domingo;249
2016-02-18;2016;2;18;quinta-feira;342
2016-02-24;2016;2;24;quarta-feira;347
2016-02-25;2016;2;25;quinta-feira;313
2016-02-26;2016;2;26;sexta-feira;346
2016-03-01;2016;3;1;terça-feira;358
2016-03-08;2016;3;8;terça-feira;381
2016-03-12;2016;3;12;sábado;286
2016-03-14;2016;3;14;segunda-feira;402
2016-03-17;2016;3;17;quinta-feira;311
2016-03-22;2016;3;22;terça-feira;351
2016-03-28;2016;3;28;segunda-feira;380
2016-03-30;2016;3;30;quarta-feira;304
2016-04-01;2016;4;1;sexta-feira;350
2016-04-09;2016;4;9;sábado;310
2016-04-13;2016;4;13;quarta-feira;293
2016-04-24;2016;4;24;domingo;222
2016-05-01;2016;5;1;domingo;290
2016-05-04;2016;5;4;quarta-feira;319
2016-05-06;2016;5;6;sexta-feira;288
2016-05-20;2016;5;20;sexta-feira;316
2016-05-27;2016;5;27;sexta-feira;323
2016-05-30;2016;5;30;segunda-feira;323
2016-06-04;2016;6;4;sábado;270
2016-06-05;2016;6;5;domingo;232
2016-06-06;2016;6;6;segunda-feira;306
2016-06-08;2016;6;8;quarta-feira;277
2016-06-17;2016;6;17;sexta-feira;256
2016-06-29;2016;6;29;quarta-feira;297
2016-06-30;2016;6;30;quinta-feira;257
2016-07-01;2016;7;1;sexta-feira;281
2016-07-10;2016;7;10;domingo;219
2016-07-15;2016;7;15;sexta-feira;276
2016-07-18;2016;7;18;segunda-feira;325
2016-07-23;2016;7;23;sábado;227
2016-07-25;2016;7;25;segunda-feira;303
2016-07-30;2016;7;30;sábado;235
2016-07-31;2016;7;31;domingo;222
2016-08-01;2016;8;1;segunda-feira;310
2016-08-06;2016;8;6;sábado;235
2016-08-12;2016;8;12;sexta-feira;290
2016-08-17;2016;8;17;quarta-feira;313
2016-08-18;2016;8;18;quinta-feira;248
2016-08-19;2016;8;19;sexta-feira;272
2016-09-06;2016;9;6;terça-feira;293
2016-09-07;2016;9;7;quarta-feira;268
2016-09-14;2016;9;14;quarta-feira;214
2016-09-15;2016;9;15;quinta-feira;249
2016-09-17;2016;9;17;sábado;187
2016-09-19;2016;9;19;segunda-feira;293
2016-09-23;2016;9;23;sexta-feira;267
2016-09-30;2016;9;30;sexta-feira;284
2016-10-11;2016;10;11;terça-feira;295
2016-10-12;2016;10;12;quarta-feira;272
2016-10-14;2016;10;14;sexta-feira;301
2016-10-21;2016;10;21;sexta-feira;297
2016-10-23;2016;10;23;domingo;239
2016-10-24;2016;10;24;segunda-feira;295
2016-11-13;2016;11;13;domingo;257
2016-11-15;2016;11;15;terça-feira;299
2016-11-17;2016;11;17;quinta-feira;277
2016-11-21;2016;11;21;segunda-feira;334
2016-11-28;2016;11;28;segunda-feira;381
2016-12-07;2016;12;7;quarta-feira;311
2016-12-08;2016;12;8;quinta-feira;302
2016-12-15;2016;12;15;quinta-feira;323
2016-12-25;2016;12;25;domingo;350
2017-01-03;2017;1;3;terça-feira;515
2017-01-10;2017;1;10;terça-feira;497
2017-01-15;2017;1;15;domingo;330
2017-01-29;2017;1;29;domingo;324
2017-02-06;2017;2;6;segunda-feira;372
2017-02-17;2017;2;17;sexta-feira;341
2017-02-27;2017;2;27;segunda-feira;336
2017-03-07;2017;3;7;terça-feira;315
2017-03-14;2017;3;14;terça-feira;306
2017-03-16;2017;3;16;quinta-feira;334
2017-03-30;2017;3;30;quinta-feira;268
2017-03-31;2017;3;31;sexta-feira;314
2017-04-01;2017;4;1;sábado;251
2017-04-05;2017;4;5;quarta-feira;302
2017-04-12;2017;4;12;quarta-feira;324
2017-04-14;2017;4;14;sexta-feira;268
2017-04-19;2017;4;19;quarta-feira;252
2017-04-21;2017;4;21;sexta-feira;257
2017-04-25;2017;4;25;terça-feira;266
2017-05-05;2017;5;5;sexta-feira;313
2017-05-08;2017;5;8;segunda-feira;307
2017-05-11;2017;5;11;quinta-feira;256
2017-05-13;2017;5;13;sábado;245
2017-05-15;2017;5;15;segunda-feira;308
2017-05-19;2017;5;19;sexta-feira;252
2017-06-06;2017;6;6;terça-feira;256
2017-06-14;2017;6;14;quarta-feira;271
2017-06-15;2017;6;15;quinta-feira;249
2017-06-21;2017;6;21;quarta-feira;320
2017-06-23;2017;6;23;sexta-feira;285
2017-06-28;2017;6;28;quarta-feira;258
2017-07-02;2017;7;2;domingo;204
2017-07-10;2017;7;10;segunda-feira;300
2017-07-16;2017;7;16;domingo;208
2017-07-19;2017;7;19;quarta-feira;270
2017-07-22;2017;7;22;sábado;221
2017-07-27;2017;7;27;quinta-feira;275
2017-07-28;2017;7;28;sexta-feira;240
2017-08-07;2017;8;7;segunda-feira;294
2017-08-09;2017;8;9;quarta-feira;235
2017-08-15;2017;8;15;terça-feira;202
2017-08-18;2017;8;18;sexta-feira;277
2017-08-24;2017;8;24;quinta-feira;301
2017-08-27;2017;8;27;domingo;190
2017-08-30;2017;8;30;quarta-feira;268
2017-09-04;2017;9;4;segunda-feira;327
2017-09-06;2017;9;6;quarta-feira;229
2017-09-09;2017;9;9;sábado;223
2017-09-14;2017;9;14;quinta-feira;263
2017-09-20;2017;9;20;quarta-feira;249
2017-09-25;2017;9;25;segunda-feira;309
2017-10-09;2017;10;9;segunda-feira;332
2017-10-11;2017;10;11;quarta-feira;271
2017-10-13;2017;10;13;sexta-feira;259
2017-10-21;2017;10;21;sábado;238
2017-10-28;2017;10;28;sábado;248
2017-10-31;2017;10;31;terça-feira;309
2017-11-03;2017;11;3;sexta-feira;310
2017-11-10;2017;11;10;sexta-feira;313
2017-11-18;2017;11;18;sábado;256
2017-11-22;2017;11;22;quarta-feira;307
2017-11-23;2017;11;23;quinta-feira;326
2017-11-24;2017;11;24;sexta-feira;325
2017-11-25;2017;11;25;sábado;275
2017-11-30;2017;11;30;quinta-feira;334
2017-12-05;2017;12;5;terça-feira;343
2017-12-10;2017;12;10;domingo;314
2017-12-13;2017;12;13;quarta-feira;366
2017-12-14;2017;12;14;quinta-feira;355
2017-12-20;2017;12;20;quarta-feira;364
2017-12-23;2017;12;23;sábado;320
2017-12-26;2017;12;26;terça-feira;425
2018-01-06;2018;1;6;sábado;354
2018-01-15;2018;1;15;segunda-feira;460
2018-01-16;2018;1;16;terça-feira;426
2018-01-17;2018;1;17;quarta-feira;434
2018-01-19;2018;1;19;sexta-feira;430
2018-01-20;2018;1;20;sábado;365
2018-02-03;2018;2;3;sábado;329
2018-02-07;2018;2;7;quarta-feira;411
2018-02-09;2018;2;9;sexta-feira;440
2018-02-13;2018;2;13;terça-feira;361
2018-02-14;2018;2;14;quarta-feira;456
2018-02-26;2018;2;26;segunda-feira;459
2018-03-03;2018;3;3;sábado;336
2018-03-14;2018;3;14;quarta-feira;376
2018-03-24;2018;3;24;sábado;305
2018-04-01;2018;4;1;domingo;297
2018-04-06;2018;4;6;sexta-feira;347
2018-04-12;2018;4;12;quinta-feira;336
2018-04-14;2018;4;14;sábado;277
2018-04-17;2018;4;17;terça-feira;306
2018-04-23;2018;4;23;segunda-feira;366
2018-04-30;2018;4;30;segunda-feira;332
2018-05-01;2018;5;1;terça-feira;223
2018-05-03;2018;5;3;quinta-feira;292
2018-05-04;2018;5;4;sexta-feira;335
2018-05-09;2018;5;9;quarta-feira;296
2018-05-13;2018;5;13;domingo;196
2018-05-14;2018;5;14;segunda-feira;304
2018-05-18;2018;5;18;sexta-feira;344
2018-05-29;2018;5;29;terça-feira;312
2018-06-02;2018;6;2;sábado;238
2018-06-08;2018;6;8;sexta-feira;288
2018-06-12;2018;6;12;terça-feira;267
2018-06-24;2018;6;24;domingo;232
2018-06-26;2018;6;26;terça-feira;297
2018-07-01;2018;7;1;domingo;210
2018-07-11;2018;7;11;quarta-feira;308
2018-07-17;2018;7;17;terça-feira;274
2018-07-24;2018;7;24;terça-feira;293
2018-08-03;2018;8;3;sexta-feira;304
2018-08-04;2018;8;4;sábado;317
2018-08-06;2018;8;6;segunda-feira;535
2018-08-07;2018;8;7;terça-feira;402
2018-08-08;2018;8;8;quarta-feira;319
2018-08-13;2018;8;13;segunda-feira;312
2018-08-28;2018;8;28;terça-feira;264
2018-09-05;2018;9;5;quarta-feira;252
2018-09-14;2018;9;14;sexta-feira;264
2018-09-17;2018;9;17;segunda-feira;291
2018-09-27;2018;9;27;quinta-feira;273
2018-09-30;2018;9;30;domingo;208
2018-10-03;2018;10;3;quarta-feira;288
2018-10-04;2018;10;4;quinta-feira;270
2018-10-07;2018;10;7;domingo;237
2018-10-08;2018;10;8;segunda-feira;310
2018-10-15;2018;10;15;segunda-feira;344
2018-10-18;2018;10;18;quinta-feira;260
2018-10-22;2018;10;22;segunda-feira;323
2018-10-24;2018;10;24;quarta-feira;301
2018-10-26;2018;10;26;sexta-feira;292
2018-11-02;2018;11;2;sexta-feira;347
2018-11-04;2018;11;4;domingo;229
2018-11-13;2018;11;13;terça-feira;304
2018-11-14;2018;11;14;quarta-feira;299
2018-11-16;2018;11;16;sexta-feira;326
2018-11-24;2018;11;24;sábado;246
2018-12-03;2018;12;3;segunda-feira;350
2018-12-04;2018;12;4;terça-feira;309
2018-12-09;2018;12;9;domingo;266
2018-12-10;2018;12;10;segunda-feira;341
