Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2019-07;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;20-34;168;2019-7/20-34/Feminino/Lisboa Central
2019-07;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;50-64;315;2019-7/50-64/Feminino/Lisboa Central
2019-07;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;35-49;43;2019-7/35-49/Feminino/Lisboa Ocidental e Oeiras
2019-07;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;<20;126;2019-7/<20/Masculino/Loures-Odivelas
2019-07;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;50-64;71;2019-7/50-64/Masculino/Loures-Odivelas
2019-07;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;50-64;135;2019-7/50-64/Feminino/Loures-Odivelas
2019-07;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;<20;2;2019-7/<20/Masculino/Amadora
2019-07;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;65 e +;115;2019-7/65 e +/Masculino/Amadora
2019-07;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;<20;2;2019-7/<20/Feminino/Amadora
2019-07;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Feminino;20-34;12;2019-7/20-34/Feminino/Amadora
2019-07;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;65 e +;156;2019-7/65 e +/Masculino/Sintra
2019-07;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;<20;44;2019-7/<20/Masculino/Estuário do Tejo
2019-07;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;65 e +;167;2019-7/65 e +/Feminino/Estuário do Tejo
2019-07;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;20-34;48;2019-7/20-34/Masculino/Almada-Seixal
2019-07;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;65 e +;154;2019-7/65 e +/Feminino/Almada-Seixal
2019-07;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;50-64;112;2019-7/50-64/Masculino/Oeste Sul
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;65 e +;46;2019-7/65 e +/Masculino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;65 e +;38;2019-7/65 e +/Feminino/Médio Tejo
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;267;2019-7/50-64/Masculino/Lezíria
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;<20;87;2019-7/<20/Feminino/Lezíria
2019-07;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;65 e +;303;2019-7/65 e +/Feminino/Lezíria
2019-07;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;<20;28;2019-7/<20/Masculino/Alentejo Central
2019-07;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;65 e +;110;2019-7/65 e +/Masculino/Alentejo Central
2019-07;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;20-34;19;2019-7/20-34/Masculino/Algarve I - Central
2019-07;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;35-49;43;2019-7/35-49/Masculino/Algarve I - Central
2019-07;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;50-64;80;2019-7/50-64/Feminino/Algarve I - Central
2019-07;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;20-34;22;2019-7/20-34/Feminino/Algarve II - Barlavento
2019-07;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;50-64;62;2019-7/50-64/Feminino/Algarve II - Barlavento
2019-11;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;65 e +;50;2019-11/65 e +/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2019-11;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;50-64;85;2019-11/50-64/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2019-11;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;35-49;33;2019-11/35-49/Masculino/Douro I - Marão e Douro Norte
2019-11;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;50-64;42;2019-11/50-64/Masculino/Douro I - Marão e Douro Norte
2019-11;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;50-64;95;2019-11/50-64/Feminino/Douro I - Marão e Douro Norte
2019-11;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;65 e +;92;2019-11/65 e +/Feminino/Douro I - Marão e Douro Norte
2019-11;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;20-34;46;2019-11/20-34/Masculino/Douro II - Douro Sul
2019-11;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;50-64;175;2019-11/50-64/Masculino/Douro II - Douro Sul
2019-11;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;20-34;84;2019-11/20-34/Feminino/Douro II - Douro Sul
2019-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Masculino;65 e +;23;2019-11/65 e +/Masculino/Alto Ave - Guimarães/Vizela/Terras de Basto
2019-11;Norte;Alto Ave - Guimarães/Vizela/Terras de Basto;41.4417064,-8.1722408;Feminino;65 e +;44;2019-11/65 e +/Feminino/Alto Ave - Guimarães/Vizela/Terras de Basto
2019-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;<20;35;2019-11/<20/Masculino/Ave - Famalicão
2019-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Masculino;20-34;7;2019-11/20-34/Masculino/Ave - Famalicão
2019-11;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;20-34;6;2019-11/20-34/Feminino/Ave - Famalicão
2019-11;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;20-34;16;2019-11/20-34/Masculino/Cávado II - Gerês/Cabreira
2019-11;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;35-49;27;2019-11/35-49/Masculino/Cávado II - Gerês/Cabreira
2019-11;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;<20;4;2019-11/<20/Feminino/Cávado II - Gerês/Cabreira
2019-11;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;<20;3;2019-11/<20/Masculino/Cávado III - Barcelos/Esposende
2019-11;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;35-49;5;2019-11/35-49/Masculino/Cávado III - Barcelos/Esposende
2019-11;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;65 e +;9;2019-11/65 e +/Masculino/Cávado III - Barcelos/Esposende
2019-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;<20;148;2019-11/<20/Masculino/Tâmega I - Baixo Tâmega
2019-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;50-64;256;2019-11/50-64/Masculino/Tâmega I - Baixo Tâmega
2019-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;35-49;280;2019-11/35-49/Feminino/Tâmega I - Baixo Tâmega
2019-11;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;50-64;437;2019-11/50-64/Feminino/Tâmega I - Baixo Tâmega
2019-11;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;50-64;172;2019-11/50-64/Masculino/Tâmega II - Vale do Sousa Sul
2019-11;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;50-64;252;2019-11/50-64/Feminino/Tâmega II - Vale do Sousa Sul
2019-11;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;<20;19;2019-11/<20/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-11;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;56;2019-11/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-11;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;<20;20;2019-11/<20/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-11;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;20-34;38;2019-11/20-34/Masculino/Grande Porto II - Gondomar
2019-11;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;35-49;56;2019-11/35-49/Masculino/Grande Porto III - Maia/Valongo
2019-11;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;65 e +;98;2019-11/65 e +/Masculino/Grande Porto III - Maia/Valongo
2019-11;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;65 e +;89;2019-11/65 e +/Feminino/Grande Porto III - Maia/Valongo
2019-11;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;<20;58;2019-11/<20/Masculino/Grande Porto V - Porto Ocidental
2019-11;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;20-34;13;2019-11/20-34/Masculino/Grande Porto V - Porto Ocidental
2019-11;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;35-49;31;2019-11/35-49/Masculino/Grande Porto V - Porto Ocidental
2019-11;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;65 e +;46;2019-11/65 e +/Masculino/Grande Porto VI - Porto Oriental
2019-11;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;65 e +;64;2019-11/65 e +/Feminino/Grande Porto VI - Porto Oriental
2019-11;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;<20;66;2019-11/<20/Masculino/Entre Douro e Vouga I - Feira/Arouca
2019-11;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;65 e +;135;2019-11/65 e +/Masculino/Entre Douro e Vouga I - Feira/Arouca
2019-11;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;50-64;235;2019-11/50-64/Feminino/Entre Douro e Vouga I - Feira/Arouca
2019-11;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;20-34;38;2019-11/20-34/Masculino/Entre Douro e Vouga II - Aveiro Norte
2019-11;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;35-49;106;2019-11/35-49/Masculino/Entre Douro e Vouga II - Aveiro Norte
2019-11;Norte;ULS do Alto Minho;41.7056054,-8.8252713;Masculino;50-64;1;2019-11/50-64/Masculino/ULS do Alto Minho
2019-11;Norte;ULS do Alto Minho;41.7056054,-8.8252713;Feminino;35-49;1;2019-11/35-49/Feminino/ULS do Alto Minho
2019-11;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;35-49;56;2019-11/35-49/Masculino/ULS de Matosinhos
2019-11;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;50-64;147;2019-11/50-64/Feminino/ULS de Matosinhos
2019-11;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Feminino;65 e +;157;2019-11/65 e +/Feminino/ULS de Matosinhos
2019-11;Centro;Baixo Vouga;40.6405055,-8.6537539;Masculino;35-49;1;2019-11/35-49/Masculino/Baixo Vouga
2019-11;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;<20;10;2019-11/<20/Feminino/Baixo Vouga
2019-11;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;65 e +;7;2019-11/65 e +/Feminino/Baixo Vouga
2019-11;Centro;Beira Interior Sul;39.8211367,-7.5036651;Masculino;50-64;68;2019-11/50-64/Masculino/Beira Interior Sul
2019-11;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;<20;168;2019-11/<20/Masculino/Dão e Lafões
2019-11;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;35-49;77;2019-11/35-49/Masculino/Dão e Lafões
2019-11;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;50-64;157;2019-11/50-64/Masculino/Dão e Lafões
2019-11;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;20-34;57;2019-11/20-34/Feminino/Dão e Lafões
2019-11;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;35-49;110;2019-11/35-49/Feminino/Dão e Lafões
2019-11;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Masculino;<20;3;2019-11/<20/Masculino/Lisboa Norte
2019-11;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;35-49;9;2019-11/35-49/Feminino/Lisboa Norte
2019-11;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;<20;398;2019-11/<20/Masculino/Lisboa Central
2019-11;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;27;2019-11/35-49/Masculino/Lisboa Ocidental e Oeiras
2019-11;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;20-34;48;2019-11/20-34/Feminino/Lisboa Ocidental e Oeiras
2019-11;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;20-34;36;2019-11/20-34/Masculino/Loures-Odivelas
2019-11;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;<20;209;2019-11/<20/Feminino/Loures-Odivelas
2019-11;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;20-34;76;2019-11/20-34/Feminino/Loures-Odivelas
2019-11;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Feminino;65 e +;200;2019-11/65 e +/Feminino/Loures-Odivelas
2019-11;Lisboa e Vale do Tejo;Amadora;38.7573081,-9.23429;Masculino;35-49;28;2019-11/35-49/Masculino/Amadora
2019-11;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;20-34;39;2019-11/20-34/Masculino/Sintra
2019-11;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;20-34;70;2019-11/20-34/Feminino/Sintra
2019-11;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;35-49;117;2019-11/35-49/Feminino/Sintra
2019-11;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;233;2019-11/50-64/Feminino/Sintra
2019-11;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;65 e +;213;2019-11/65 e +/Feminino/Sintra
2019-11;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;35-49;1;2019-11/35-49/Masculino/Cascais
2019-11;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;50-64;2;2019-11/50-64/Masculino/Cascais
2019-11;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;50-64;2;2019-11/50-64/Feminino/Cascais
2019-11;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;65 e +;204;2019-11/65 e +/Masculino/Estuário do Tejo
2019-11;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;<20;74;2019-11/<20/Feminino/Estuário do Tejo
2019-11;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;20-34;113;2019-11/20-34/Feminino/Estuário do Tejo
2019-11;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;50-64;261;2019-11/50-64/Feminino/Estuário do Tejo
2019-11;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;<20;128;2019-11/<20/Masculino/Almada-Seixal
2019-11;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;35-49;86;2019-11/35-49/Masculino/Almada-Seixal
2019-11;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;20-34;75;2019-11/20-34/Feminino/Almada-Seixal
2019-11;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;35-49;151;2019-11/35-49/Feminino/Almada-Seixal
2019-11;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;50-64;91;2019-11/50-64/Feminino/Arco Ribeirinho
2019-11;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Feminino;65 e +;76;2019-11/65 e +/Feminino/Arco Ribeirinho
2019-11;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;35-49;10;2019-11/35-49/Feminino/Arrábida
2019-11;Lisboa e Vale do Tejo;Oeste Norte;39.410844,-9.1396215;Masculino;<20;9;2019-11/<20/Masculino/Oeste Norte
2019-11;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;35-49;59;2019-11/35-49/Masculino/Oeste Sul
2019-11;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;65 e +;188;2019-11/65 e +/Masculino/Oeste Sul
2019-11;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;<20;30;2019-11/<20/Feminino/Oeste Sul
2019-11;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;50-64;212;2019-11/50-64/Feminino/Oeste Sul
2019-11;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;<20;78;2019-11/<20/Masculino/Lezíria
2019-11;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;323;2019-11/50-64/Masculino/Lezíria
2019-11;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;50-64;115;2019-11/50-64/Masculino/Alentejo Central
2019-11;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;65 e +;143;2019-11/65 e +/Masculino/Alentejo Central
2019-11;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;20-34;75;2019-11/20-34/Feminino/Alentejo Central
2019-11;Alentejo;Alentejo Central;38.8442031,-7.5826619;Feminino;65 e +;166;2019-11/65 e +/Feminino/Alentejo Central
2019-11;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;35-49;52;2019-11/35-49/Masculino/Algarve I - Central
2019-11;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;20-34;67;2019-11/20-34/Feminino/Algarve I - Central
2019-11;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;93;2019-11/65 e +/Masculino/Algarve II - Barlavento
2019-11;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;20-34;38;2019-11/20-34/Masculino/AlgarveIII - Sotavento
2019-11;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;65 e +;76;2019-11/65 e +/Masculino/AlgarveIII - Sotavento
2019-11;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;<20;96;2019-11/<20/Feminino/AlgarveIII - Sotavento
2019-11;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;20-34;49;2019-11/20-34/Feminino/AlgarveIII - Sotavento
2019-08;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;35-49;35;2019-8/35-49/Masculino/ULS Nordeste
2019-08;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;50-64;83;2019-8/50-64/Feminino/ULS Nordeste
2019-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;50-64;29;2019-8/50-64/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2019-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;20-34;5;2019-8/20-34/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;20-34;15;2019-8/20-34/Masculino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;50-64;30;2019-8/50-64/Masculino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;<20;2;2019-8/<20/Feminino/Douro I - Marão e Douro Norte
2019-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;<20;9;2019-8/<20/Masculino/Douro II - Douro Sul
2019-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;65 e +;169;2019-8/65 e +/Masculino/Douro II - Douro Sul
2019-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;35-49;153;2019-8/35-49/Feminino/Douro II - Douro Sul
2019-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;20-34;7;2019-8/20-34/Masculino/Cávado II - Gerês/Cabreira
2019-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;<20;2;2019-8/<20/Feminino/Cávado II - Gerês/Cabreira
2019-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;20-34;7;2019-8/20-34/Feminino/Cávado II - Gerês/Cabreira
2019-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;65 e +;47;2019-8/65 e +/Feminino/Cávado II - Gerês/Cabreira
2019-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;20-34;68;2019-8/20-34/Masculino/Tâmega I - Baixo Tâmega
2019-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;35-49;81;2019-8/35-49/Masculino/Tâmega I - Baixo Tâmega
2019-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;35-49;218;2019-8/35-49/Feminino/Tâmega I - Baixo Tâmega
2019-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;50-64;355;2019-8/50-64/Feminino/Tâmega I - Baixo Tâmega
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;35-49;72;2019-8/35-49/Masculino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;65 e +;129;2019-8/65 e +/Masculino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;<20;92;2019-8/<20/Feminino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;65 e +;150;2019-8/65 e +/Feminino/Tâmega II - Vale do Sousa Sul
2019-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;20-34;14;2019-8/20-34/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;65 e +;63;2019-8/65 e +/Masculino/Grande Porto I - Santo Tirso/Trofa
2019-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;<20;14;2019-8/<20/Feminino/Grande Porto I - Santo Tirso/Trofa
2019-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;20-34;14;2019-8/20-34/Masculino/Grande Porto II - Gondomar
2019-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;65 e +;27;2019-8/65 e +/Feminino/Grande Porto II - Gondomar
2019-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;<20;12;2019-8/<20/Masculino/Grande Porto III - Maia/Valongo
2019-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Masculino;20-34;6;2019-8/20-34/Masculino/Grande Porto III - Maia/Valongo
2019-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;35-49;16;2019-8/35-49/Feminino/Grande Porto III - Maia/Valongo
2019-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;<20;45;2019-8/<20/Feminino/Grande Porto V - Porto Ocidental
2019-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;65 e +;56;2019-8/65 e +/Feminino/Grande Porto V - Porto Ocidental
2019-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;35-49;14;2019-8/35-49/Masculino/Grande Porto VI - Porto Oriental
2019-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;65 e +;28;2019-8/65 e +/Masculino/Grande Porto VI - Porto Oriental
2019-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;20-34;12;2019-8/20-34/Feminino/Grande Porto VI - Porto Oriental
2019-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;50-64;27;2019-8/50-64/Feminino/Grande Porto VI - Porto Oriental
2019-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;65 e +;42;2019-8/65 e +/Feminino/Grande Porto VI - Porto Oriental
2019-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Masculino;20-34;35;2019-8/20-34/Masculino/Entre Douro e Vouga I - Feira/Arouca
2019-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;<20;35;2019-8/<20/Feminino/Entre Douro e Vouga I - Feira/Arouca
2019-08;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;20-34;42;2019-8/20-34/Feminino/Entre Douro e Vouga I - Feira/Arouca
