Período;ARS;ACES;Localização Geográfica;Sexo;Faixa Etária;Nº Utentes;ID
2020-05;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;41;2020-5/50-64/Masculino/ULS de Matosinhos
2020-05;Centro;Baixo Mondego;40.2150023,-8.4071805;Masculino;<20;4;2020-5/<20/Masculino/Baixo Mondego
2020-05;Centro;Baixo Mondego;40.2150023,-8.4071805;Masculino;20-34;1;2020-5/20-34/Masculino/Baixo Mondego
2020-05;Centro;Baixo Mondego;40.2150023,-8.4071805;Feminino;65 e +;16;2020-5/65 e +/Feminino/Baixo Mondego
2020-05;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Masculino;50-64;4;2020-5/50-64/Masculino/Pinhal Interior Sul
2020-05;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;35-49;2;2020-5/35-49/Feminino/Pinhal Interior Sul
2020-05;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;<20;4;2020-5/<20/Feminino/Pinhal Litoral
2020-05;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;50-64;1;2020-5/50-64/Feminino/Pinhal Litoral
2020-05;Centro;Pinhal Litoral;39.7495331,-8.807683;Feminino;65 e +;2;2020-5/65 e +/Feminino/Pinhal Litoral
2020-05;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;50-64;66;2020-5/50-64/Masculino/Dão e Lafões
2020-05;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;35-49;47;2020-5/35-49/Feminino/Dão e Lafões
2020-05;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Masculino;65 e +;20;2020-5/65 e +/Masculino/Lisboa Norte
2020-05;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Feminino;65 e +;39;2020-5/65 e +/Feminino/Lisboa Norte
2020-05;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;65 e +;146;2020-5/65 e +/Masculino/Lisboa Central
2020-05;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;35-49;96;2020-5/35-49/Feminino/Lisboa Central
2020-05;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;50-64;14;2020-5/50-64/Masculino/Lisboa Ocidental e Oeiras
2020-05;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;<20;55;2020-5/<20/Masculino/Loures-Odivelas
2020-05;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;<20;61;2020-5/<20/Masculino/Sintra
2020-05;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Masculino;20-34;19;2020-5/20-34/Masculino/Sintra
2020-05;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;<20;52;2020-5/<20/Feminino/Sintra
2020-05;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;35-49;50;2020-5/35-49/Feminino/Sintra
2020-05;Lisboa e Vale do Tejo;Sintra;38.7519209,-9.2753636;Feminino;50-64;96;2020-5/50-64/Feminino/Sintra
2020-05;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Masculino;<20;9;2020-5/<20/Masculino/Cascais
2020-05;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;20-34;9;2020-5/20-34/Feminino/Cascais
2020-05;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;35-49;8;2020-5/35-49/Feminino/Cascais
2020-05;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;50-64;15;2020-5/50-64/Feminino/Cascais
2020-05;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;65 e +;54;2020-5/65 e +/Masculino/Estuário do Tejo
2020-05;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Feminino;65 e +;44;2020-5/65 e +/Feminino/Estuário do Tejo
2020-05;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;<20;21;2020-5/<20/Masculino/Almada-Seixal
2020-05;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;35-49;19;2020-5/35-49/Masculino/Almada-Seixal
2020-05;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;50-64;39;2020-5/50-64/Masculino/Almada-Seixal
2020-05;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;35-49;40;2020-5/35-49/Feminino/Almada-Seixal
2020-05;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;50-64;38;2020-5/50-64/Feminino/Almada-Seixal
2020-05;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;20-34;7;2020-5/20-34/Feminino/Arrábida
2020-05;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Masculino;20-34;23;2020-5/20-34/Masculino/Oeste Sul
2020-05;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;<20;2;2020-5/<20/Feminino/Médio Tejo
2020-05;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;50-64;21;2020-5/50-64/Feminino/Médio Tejo
2020-05;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;65 e +;22;2020-5/65 e +/Feminino/Médio Tejo
2020-05;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;35-49;109;2020-5/35-49/Feminino/Lezíria
2020-05;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;65 e +;84;2020-5/65 e +/Feminino/Lezíria
2020-05;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;<20;21;2020-5/<20/Masculino/Algarve I - Central
2020-05;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;35-49;15;2020-5/35-49/Masculino/Algarve I - Central
2020-05;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;65 e +;17;2020-5/65 e +/Feminino/Algarve I - Central
2020-05;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;<20;8;2020-5/<20/Masculino/Algarve II - Barlavento
2020-05;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;23;2020-5/65 e +/Masculino/Algarve II - Barlavento
2020-05;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Feminino;20-34;13;2020-5/20-34/Feminino/Algarve II - Barlavento
2020-05;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;65 e +;43;2020-5/65 e +/Masculino/AlgarveIII - Sotavento
2020-05;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;35-49;69;2020-5/35-49/Feminino/AlgarveIII - Sotavento
2020-05;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;65 e +;42;2020-5/65 e +/Feminino/AlgarveIII - Sotavento
2020-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Masculino;50-64;64;2020-9/50-64/Masculino/ULS Nordeste
2020-09;Norte;ULS Nordeste;41.8069684,-6.7587977;Feminino;20-34;37;2020-9/20-34/Feminino/ULS Nordeste
2020-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;65 e +;78;2020-9/65 e +/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2020-09;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;50-64;125;2020-9/50-64/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2020-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Masculino;<20;14;2020-9/<20/Masculino/Douro I - Marão e Douro Norte
2020-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;20-34;27;2020-9/20-34/Feminino/Douro I - Marão e Douro Norte
2020-09;Norte;Douro I - Marão e Douro Norte;41.2968711,-7.7483727;Feminino;65 e +;100;2020-9/65 e +/Feminino/Douro I - Marão e Douro Norte
2020-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;20-34;20;2020-9/20-34/Feminino/Ave - Famalicão
2020-09;Norte;Ave - Famalicão;41.3835805,-8.4157518;Feminino;65 e +;121;2020-9/65 e +/Feminino/Ave - Famalicão
2020-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Masculino;65 e +;117;2020-9/65 e +/Masculino/Cávado II - Gerês/Cabreira
2020-09;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;<20;6;2020-9/<20/Feminino/Cávado II - Gerês/Cabreira
2020-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;50-64;46;2020-9/50-64/Masculino/Cávado III - Barcelos/Esposende
2020-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;<20;10;2020-9/<20/Feminino/Cávado III - Barcelos/Esposende
2020-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;20-34;12;2020-9/20-34/Feminino/Cávado III - Barcelos/Esposende
2020-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;50-64;71;2020-9/50-64/Feminino/Cávado III - Barcelos/Esposende
2020-09;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;65 e +;53;2020-9/65 e +/Feminino/Cávado III - Barcelos/Esposende
2020-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;50-64;235;2020-9/50-64/Masculino/Tâmega I - Baixo Tâmega
2020-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Masculino;65 e +;200;2020-9/65 e +/Masculino/Tâmega I - Baixo Tâmega
2020-09;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;50-64;460;2020-9/50-64/Feminino/Tâmega I - Baixo Tâmega
2020-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;<20;128;2020-9/<20/Masculino/Tâmega II - Vale do Sousa Sul
2020-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;20-34;38;2020-9/20-34/Masculino/Tâmega II - Vale do Sousa Sul
2020-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;50-64;147;2020-9/50-64/Masculino/Tâmega II - Vale do Sousa Sul
2020-09;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;20-34;63;2020-9/20-34/Feminino/Tâmega II - Vale do Sousa Sul
2020-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;20-34;7;2020-9/20-34/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;65 e +;59;2020-9/65 e +/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;<20;4;2020-9/<20/Feminino/Grande Porto I - Santo Tirso/Trofa
2020-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;20-34;18;2020-9/20-34/Feminino/Grande Porto I - Santo Tirso/Trofa
2020-09;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;65 e +;60;2020-9/65 e +/Feminino/Grande Porto I - Santo Tirso/Trofa
2020-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;20-34;44;2020-9/20-34/Masculino/Grande Porto II - Gondomar
2020-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;50-64;131;2020-9/50-64/Masculino/Grande Porto II - Gondomar
2020-09;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;<20;70;2020-9/<20/Feminino/Grande Porto II - Gondomar
2020-09;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;65 e +;187;2020-9/65 e +/Feminino/Grande Porto III - Maia/Valongo
2020-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;<20;19;2020-9/<20/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2020-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Masculino;20-34;13;2020-9/20-34/Masculino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2020-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;50-64;44;2020-9/50-64/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2020-09;Norte;Grande Porto V - Póvoa de do Varzim/Vila do Conde;41.355519,-8.746653;Feminino;65 e +;37;2020-9/65 e +/Feminino/Grande Porto V - Póvoa de do Varzim/Vila do Conde
2020-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;<20;36;2020-9/<20/Masculino/Grande Porto V - Porto Ocidental
2020-09;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Masculino;65 e +;30;2020-9/65 e +/Masculino/Grande Porto V - Porto Ocidental
2020-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;20-34;2;2020-9/20-34/Masculino/Grande Porto VI - Porto Oriental
2020-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;50-64;18;2020-9/50-64/Masculino/Grande Porto VI - Porto Oriental
2020-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;<20;101;2020-9/<20/Feminino/Grande Porto VI - Porto Oriental
2020-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;35-49;22;2020-9/35-49/Feminino/Grande Porto VI - Porto Oriental
2020-09;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Feminino;50-64;22;2020-9/50-64/Feminino/Grande Porto VI - Porto Oriental
2020-09;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;<20;27;2020-9/<20/Feminino/Grande Porto VII - Gaia
2020-09;Norte;Grande Porto VII - Gaia;41.1278433,-8.580396;Feminino;50-64;15;2020-9/50-64/Feminino/Grande Porto VII - Gaia
2020-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;20-34;46;2020-9/20-34/Feminino/Entre Douro e Vouga I - Feira/Arouca
2020-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;35-49;120;2020-9/35-49/Feminino/Entre Douro e Vouga I - Feira/Arouca
2020-09;Norte;Entre Douro e Vouga I - Feira/Arouca;40.9263169,-8.5478813;Feminino;65 e +;107;2020-9/65 e +/Feminino/Entre Douro e Vouga I - Feira/Arouca
2020-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Masculino;<20;87;2020-9/<20/Masculino/Entre Douro e Vouga II - Aveiro Norte
2020-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;50-64;225;2020-9/50-64/Feminino/Entre Douro e Vouga II - Aveiro Norte
2020-09;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;65 e +;164;2020-9/65 e +/Feminino/Entre Douro e Vouga II - Aveiro Norte
2020-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;<20;42;2020-9/<20/Masculino/ULS de Matosinhos
2020-09;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;50-64;43;2020-9/50-64/Masculino/ULS de Matosinhos
2020-09;Centro;Baixo Vouga;40.6405055,-8.6537539;Masculino;35-49;17;2020-9/35-49/Masculino/Baixo Vouga
2020-09;Centro;Baixo Vouga;40.6405055,-8.6537539;Masculino;50-64;29;2020-9/50-64/Masculino/Baixo Vouga
2020-09;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;20-34;10;2020-9/20-34/Feminino/Baixo Vouga
2020-09;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;35-49;12;2020-9/35-49/Feminino/Pinhal Interior Sul
2020-09;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;65 e +;22;2020-9/65 e +/Feminino/Pinhal Interior Sul
2020-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Masculino;<20;72;2020-9/<20/Masculino/Dão e Lafões
2020-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;<20;68;2020-9/<20/Feminino/Dão e Lafões
2020-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;20-34;28;2020-9/20-34/Feminino/Dão e Lafões
2020-09;Centro;Dão e Lafões;40.6565861,-7.9124712;Feminino;35-49;57;2020-9/35-49/Feminino/Dão e Lafões
2020-09;Lisboa e Vale do Tejo;Lisboa Norte;38.7396924,-9.168506;Masculino;65 e +;20;2020-9/65 e +/Masculino/Lisboa Norte
2020-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Masculino;50-64;142;2020-9/50-64/Masculino/Lisboa Central
2020-09;Lisboa e Vale do Tejo;Lisboa Central;38.7306317,-9.1510414;Feminino;65 e +;199;2020-9/65 e +/Feminino/Lisboa Central
2020-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Masculino;35-49;9;2020-9/35-49/Masculino/Lisboa Ocidental e Oeiras
2020-09;Lisboa e Vale do Tejo;Lisboa Ocidental e Oeiras;38.6914388,-9.3184304;Feminino;50-64;38;2020-9/50-64/Feminino/Lisboa Ocidental e Oeiras
2020-09;Lisboa e Vale do Tejo;Loures-Odivelas;38.8012718,-9.1137868;Masculino;35-49;15;2020-9/35-49/Masculino/Loures-Odivelas
2020-09;Lisboa e Vale do Tejo;Cascais;38.69904,-9.3818008;Feminino;<20;3;2020-9/<20/Feminino/Cascais
2020-09;Lisboa e Vale do Tejo;Estuário do Tejo;38.9528113,-8.9911154;Masculino;<20;24;2020-9/<20/Masculino/Estuário do Tejo
2020-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Masculino;<20;21;2020-9/<20/Masculino/Almada-Seixal
2020-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;35-49;40;2020-9/35-49/Feminino/Almada-Seixal
2020-09;Lisboa e Vale do Tejo;Almada-Seixal;38.6678522,-9.1875777;Feminino;50-64;39;2020-9/50-64/Feminino/Almada-Seixal
2020-09;Lisboa e Vale do Tejo;Arco Ribeirinho;38.6672076,-9.0543329;Masculino;20-34;4;2020-9/20-34/Masculino/Arco Ribeirinho
2020-09;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Masculino;65 e +;42;2020-9/65 e +/Masculino/Arrábida
2020-09;Lisboa e Vale do Tejo;Arrábida;38.5324373,-8.8627453;Feminino;<20;24;2020-9/<20/Feminino/Arrábida
2020-09;Lisboa e Vale do Tejo;Oeste Sul;39.0917759,-9.2600341;Feminino;<20;17;2020-9/<20/Feminino/Oeste Sul
2020-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Masculino;20-34;9;2020-9/20-34/Masculino/Médio Tejo
2020-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;20-34;9;2020-9/20-34/Feminino/Médio Tejo
2020-09;Lisboa e Vale do Tejo;Médio Tejo;39.478072,-8.5404429;Feminino;35-49;25;2020-9/35-49/Feminino/Médio Tejo
2020-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Masculino;50-64;114;2020-9/50-64/Masculino/Lezíria
2020-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;<20;23;2020-9/<20/Feminino/Lezíria
2020-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;20-34;48;2020-9/20-34/Feminino/Lezíria
2020-09;Lisboa e Vale do Tejo;Lezíria;39.2371689,-8.6908895;Feminino;50-64;146;2020-9/50-64/Feminino/Lezíria
2020-09;Alentejo;Alentejo Central;38.8442031,-7.5826619;Masculino;65 e +;67;2020-9/65 e +/Masculino/Alentejo Central
2020-09;Algarve;Algarve I - Central;37.0274264,-7.9395984;Masculino;<20;95;2020-9/<20/Masculino/Algarve I - Central
2020-09;Algarve;Algarve I - Central;37.0274264,-7.9395984;Feminino;20-34;51;2020-9/20-34/Feminino/Algarve I - Central
2020-09;Algarve;Algarve II - Barlavento;37.1387554,-8.5445093;Masculino;65 e +;88;2020-9/65 e +/Masculino/Algarve II - Barlavento
2020-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;<20;55;2020-9/<20/Masculino/AlgarveIII - Sotavento
2020-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;50-64;66;2020-9/50-64/Masculino/AlgarveIII - Sotavento
2020-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Masculino;65 e +;67;2020-9/65 e +/Masculino/AlgarveIII - Sotavento
2020-09;Algarve;AlgarveIII - Sotavento;37.383008,-7.7293275;Feminino;50-64;79;2020-9/50-64/Feminino/AlgarveIII - Sotavento
2020-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;<20;4;2020-8/<20/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2020-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Masculino;35-49;28;2020-8/35-49/Masculino/Trás-os-Montes - Alto Tâmega e Barroso
2020-08;Norte;Trás-os-Montes - Alto Tâmega e Barroso;41.741781,-7.4731648;Feminino;20-34;18;2020-8/20-34/Feminino/Trás-os-Montes - Alto Tâmega e Barroso
2020-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Masculino;20-34;22;2020-8/20-34/Masculino/Douro II - Douro Sul
2020-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;20-34;39;2020-8/20-34/Feminino/Douro II - Douro Sul
2020-08;Norte;Douro II - Douro Sul;41.0953745,-7.8123805;Feminino;35-49;75;2020-8/35-49/Feminino/Douro II - Douro Sul
2020-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;50-64;133;2020-8/50-64/Feminino/Cávado II - Gerês/Cabreira
2020-08;Norte;Cávado II - Gerês/Cabreira;41.6298661,-8.3596897;Feminino;65 e +;126;2020-8/65 e +/Feminino/Cávado II - Gerês/Cabreira
2020-08;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;20-34;9;2020-8/20-34/Masculino/Cávado III - Barcelos/Esposende
2020-08;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;50-64;46;2020-8/50-64/Masculino/Cávado III - Barcelos/Esposende
2020-08;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Masculino;65 e +;41;2020-8/65 e +/Masculino/Cávado III - Barcelos/Esposende
2020-08;Norte;Cávado III - Barcelos/Esposende;41.5317419,-8.6178922;Feminino;20-34;11;2020-8/20-34/Feminino/Cávado III - Barcelos/Esposende
2020-08;Norte;Tâmega I - Baixo Tâmega;41.2719719,-8.0791631;Feminino;20-34;122;2020-8/20-34/Feminino/Tâmega I - Baixo Tâmega
2020-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Masculino;<20;127;2020-8/<20/Masculino/Tâmega II - Vale do Sousa Sul
2020-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;35-49;97;2020-8/35-49/Feminino/Tâmega II - Vale do Sousa Sul
2020-08;Norte;Tâmega II - Vale do Sousa Sul;41.1548155,-8.2163769;Feminino;65 e +;137;2020-8/65 e +/Feminino/Tâmega II - Vale do Sousa Sul
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;<20;9;2020-8/<20/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;20-34;7;2020-8/20-34/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;35-49;34;2020-8/35-49/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Masculino;65 e +;56;2020-8/65 e +/Masculino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;50-64;98;2020-8/50-64/Feminino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto I - Santo Tirso/Trofa;41.3469246,-8.4822648;Feminino;65 e +;57;2020-8/65 e +/Feminino/Grande Porto I - Santo Tirso/Trofa
2020-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Masculino;65 e +;109;2020-8/65 e +/Masculino/Grande Porto II - Gondomar
2020-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;20-34;62;2020-8/20-34/Feminino/Grande Porto II - Gondomar
2020-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;50-64;158;2020-8/50-64/Feminino/Grande Porto II - Gondomar
2020-08;Norte;Grande Porto II - Gondomar;41.1738444,-8.5612238;Feminino;65 e +;157;2020-8/65 e +/Feminino/Grande Porto II - Gondomar
2020-08;Norte;Grande Porto III - Maia/Valongo;41.2333945,-8.6187474;Feminino;35-49;186;2020-8/35-49/Feminino/Grande Porto III - Maia/Valongo
2020-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;<20;32;2020-8/<20/Feminino/Grande Porto V - Porto Ocidental
2020-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;20-34;18;2020-8/20-34/Feminino/Grande Porto V - Porto Ocidental
2020-08;Norte;Grande Porto V - Porto Ocidental;41.1741353,-8.6691662;Feminino;35-49;23;2020-8/35-49/Feminino/Grande Porto V - Porto Ocidental
2020-08;Norte;Grande Porto VI - Porto Oriental;41.1694498,-8.6126428;Masculino;<20;72;2020-8/<20/Masculino/Grande Porto VI - Porto Oriental
2020-08;Norte;Entre Douro e Vouga II - Aveiro Norte;40.8472225,-8.4656674;Feminino;50-64;201;2020-8/50-64/Feminino/Entre Douro e Vouga II - Aveiro Norte
2020-08;Norte;ULS de Matosinhos;41.1918541,-8.6590693;Masculino;65 e +;69;2020-8/65 e +/Masculino/ULS de Matosinhos
2020-08;Centro;Baixo Vouga;40.6405055,-8.6537539;Feminino;65 e +;44;2020-8/65 e +/Feminino/Baixo Vouga
2020-08;Centro;Baixo Mondego;40.2150023,-8.4071805;Masculino;<20;4;2020-8/<20/Masculino/Baixo Mondego
2020-08;Centro;Baixo Mondego;40.2150023,-8.4071805;Masculino;50-64;12;2020-8/50-64/Masculino/Baixo Mondego
2020-08;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;20-34;7;2020-8/20-34/Feminino/Pinhal Interior Sul
2020-08;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;35-49;12;2020-8/35-49/Feminino/Pinhal Interior Sul
2020-08;Centro;Pinhal Interior Sul;39.7510898,-7.9203657;Feminino;65 e +;18;2020-8/65 e +/Feminino/Pinhal Interior Sul
2020-08;Centro;Pinhal Litoral;39.7495331,-8.807683;Masculino;65 e +;5;2020-8/65 e +/Masculino/Pinhal Litoral
